Datum,Temperatur,Nederbördsmängd,Vindriktning,Vindhastighet,Lufttryck,Daggpunktstemperatur
2017-03-01,3.1,1.3,214.25,2.6375,997.6750000000001,1.895833333333333
2017-03-02,4.5,0.6,204.25,3.3000000000000003,1004.9250000000002,2.3958333333333326
2017-03-03,4.0,1.9,94.0,3.2291666666666665,999.9749999999999,1.695833333333333
2017-03-04,3.8,2.6,92.54166666666667,5.204166666666667,1000.1750000000001,1.7666666666666668
2017-03-05,0.8,0.1,68.04166666666667,5.175,1007.4541666666668,-2.0124999999999997
2017-03-06,-0.7,0.0,171.08333333333334,3.5374999999999996,1013.7666666666665,-4.754166666666667
2017-03-07,0.5,1.0,194.95833333333334,3.862500000000001,1015.5749999999999,-2.529166666666667
2017-03-08,4.2,0.8,191.625,2.9250000000000003,1012.4499999999998,3.674999999999999
2017-03-09,4.4,0.0,245.5,3.7708333333333335,1018.7708333333336,1.3
2017-03-10,3.1,0.0,202.875,1.4083333333333332,1025.7041666666667,-0.43333333333333335
2017-03-11,1.7,0.0,131.04166666666666,1.9583333333333337,1026.0833333333333,-1.3958333333333337
2017-03-12,2.6,0.0,163.16666666666666,2.6374999999999997,1025.5666666666666,-0.02500000000000004
2017-03-13,6.2,0.0,220.375,3.5124999999999997,1021.9333333333333,4.358333333333333
2017-03-14,6.9,0.0,277.3333333333333,6.741666666666666,1019.9374999999999,2.4208333333333334
2017-03-15,6.9,0.5,233.91666666666666,3.8708333333333322,1016.9166666666666,4.812499999999999
2017-03-16,4.6,5.1,246.70833333333334,4.933333333333334,1002.8375,2.5208333333333335
2017-03-17,2.5,2.6,262.9583333333333,4.125,994.5499999999998,1.3125000000000002
2017-03-18,1.5,3.9,183.125,2.8166666666666664,1002.7583333333332,0.7999999999999998
2017-03-19,5.9,10.1,196.95833333333334,3.1291666666666664,998.7666666666668,4.029166666666667
2017-03-20,5.9,2.3,236.25,5.233333333333333,1000.2624999999999,2.6125000000000003
2017-03-21,6.5,0.0,235.04166666666666,3.5583333333333322,1014.2958333333332,1.5833333333333333
2017-03-22,4.0,0.0,214.25,1.6624999999999996,1024.3166666666666,0.20833333333333334
2017-03-23,4.8,0.0,262.1666666666667,2.4249999999999994,1030.0625,-0.5291666666666666
2017-03-24,6.0,0.0,308.25,3.9791666666666665,1026.3375000000003,2.629166666666667
2017-03-25,5.6,0.0,264.7083333333333,1.5583333333333333,1025.8,2.7208333333333328
2017-03-26,6.6,0.0,259.125,2.1291666666666664,1022.7125000000002,5.516666666666667
2017-03-27,5.6,0.0,243.25,1.6333333333333335,1018.6500000000001,5.066666666666666
2017-03-28,4.4,0.9,263.125,2.7166666666666663,1016.6874999999999,4.062499999999999
2017-03-29,7.2,5.1,190.45833333333334,2.875,1020.1375000000002,6.266666666666667
2017-03-30,11.7,0.5,181.75,2.4666666666666663,1013.875,9.462499999999999
2017-03-31,10.7,0.0,202.70833333333334,1.7833333333333332,1011.0375,8.616666666666667
2017-04-01,9.6,0.1,185.25,1.2958333333333336,1016.0000000000003,7.916666666666667
2017-04-02,8.2,0.0,267.9583333333333,2.3583333333333334,1025.3833333333334,4.829166666666667
2017-04-03,6.7,0.5,173.54166666666666,1.9874999999999998,1025.075,3.7541666666666664
2017-04-04,7.6,0.0,274.0416666666667,5.329166666666667,1015.1166666666667,3.470833333333333
2017-04-05,6.8,0.1,309.5416666666667,4.770833333333333,1016.5333333333332,2.8833333333333333
2017-04-06,9.3,0.0,308.6666666666667,4.5125,1013.4124999999999,6.754166666666667
2017-04-07,8.5,0.0,287.5416666666667,2.7583333333333333,1019.9,5.775000000000001
2017-04-08,8.8,0.0,235.66666666666666,3.0583333333333336,1020.4333333333333,5.250000000000001
2017-04-09,9.1,0.0,245.58333333333334,5.854166666666667,1009.0500000000001,4.220833333333334
2017-04-10,6.8,3.9,286.5,6.4916666666666645,1013.2791666666667,1.0958333333333334
2017-04-11,8.0,0.9,256.75,4.908333333333333,1002.7166666666668,5.658333333333332
2017-04-12,6.9,2.4,280.6666666666667,4.241666666666667,1002.3750000000003,4.583333333333333
2017-04-13,6.5,0.3,274.25,4.2,1007.2583333333332,2.416666666666667
2017-04-14,1.8,15.8,66.29166666666667,3.5333333333333345,1005.0458333333331,0.6583333333333333
2017-04-15,2.4,0.0,123.95833333333333,2.4916666666666663,1013.9416666666666,-1.9750000000000003
2017-04-16,3.2,0.0,112.45833333333333,3.4625000000000004,1017.2166666666667,-2.0291666666666663
2017-04-17,2.7,0.0,94.625,3.3749999999999996,1029.5874999999999,-3.6958333333333333
2017-04-18,3.2,0.0,186.70833333333334,1.9166666666666663,1035.5666666666666,-3.7999999999999994
2017-04-19,5.6,0.0,251.625,3.8958333333333326,1030.0416666666667,1.008333333333333
2017-04-20,8.7,1.1,274.7083333333333,6.458333333333333,1014.775,5.737499999999998
2017-04-21,7.0,0.0,294.5833333333333,6.037499999999999,1011.2416666666667,0.42916666666666686
2017-04-22,6.2,1.4,293.125,5.125000000000001,1013.2583333333333,0.6791666666666668
2017-04-23,5.5,2.7,216.5,5.364285714285715,1007.4571428571429,3.5714285714285716
2017-04-24,4.5,2.2,247.78571428571428,4.164285714285715,999.5,1.9285714285714286
2017-04-25,5.7,0.0,279.07142857142856,2.9642857142857144,1010.2071428571429,0.2857142857142857
2017-04-26,6.1,1.6,207.75,2.941666666666667,1011.2458333333333,0.5458333333333332
2017-04-27,7.5,2.8,155.70833333333334,4.095833333333333,1012.2541666666666,2.4708333333333337
2017-04-28,6.2,2.5,108.58333333333333,2.695833333333333,1017.3416666666667,1.8
2017-04-29,6.5,0.0,136.375,2.9791666666666665,1023.0833333333331,-0.3541666666666666
2017-04-30,7.8,0.0,96.16666666666667,4.3,1023.5208333333331,-3.4250000000000003
2017-05-01,9.6,0.0,82.16666666666667,4.091666666666666,1026.5125000000003,-2.9875000000000003
2017-05-02,11.3,0.0,72.5,3.804166666666666,1029.0458333333333,-1.7874999999999999
2017-05-03,10.6,0.0,51.416666666666664,5.937499999999999,1028.0041666666668,-2.816666666666667
2017-05-04,10.6,0.2,69.08333333333333,3.320833333333333,1024.0166666666667,1.6041666666666667
2017-05-05,13.0,0.2,193.04166666666666,1.7500000000000002,1016.7041666666668,2.8041666666666667
2017-05-06,9.4,3.8,153.70833333333334,2.2125,1013.4208333333335,4.079166666666667
2017-05-07,7.8,0.7,156.91666666666666,4.5875,1017.8833333333331,0.04583333333333337
2017-05-08,6.3,5.8,225.125,2.945833333333333,1015.875,-1.7416666666666665
2017-05-09,4.5,2.7,111.125,3.8125000000000004,1007.1166666666664,1.5791666666666673
2017-05-10,5.8,2.4,118.0,2.941666666666667,1007.0916666666667,4.545833333333333
2017-05-11,9.0,0.0,90.33333333333333,4.366666666666666,1009.9708333333332,2.212499999999999
2017-05-12,12.9,0.1,108.58333333333333,3.8958333333333335,1013.3291666666669,4.45
2017-05-13,13.9,0.0,161.45833333333334,1.875,1018.4499999999999,7.999999999999997
2017-05-14,11.7,0.0,230.58333333333334,1.9624999999999997,1025.8541666666667,8.72916666666667
2017-05-15,12.2,0.8,151.16666666666666,2.8958333333333326,1028.55,8.104166666666668
2017-05-16,14.7,0.0,164.95833333333334,2.783333333333333,1021.6624999999998,12.408333333333333
2017-05-17,19.4,0.0,143.08333333333334,3.2833333333333328,1012.5208333333334,10.716666666666667
2017-05-18,18.6,0.0,146.20833333333334,1.6416666666666664,1010.1416666666665,12.75
2017-05-19,15.4,0.0,229.33333333333334,3.4791666666666665,1016.0749999999999,10.020833333333332
2017-05-20,14.9,0.0,302.5416666666667,3.4,1024.5041666666666,7.170833333333334
2017-05-21,13.7,0.0,256.625,2.2750000000000004,1020.7625000000002,6.733333333333334
2017-05-22,14.9,0.0,212.70833333333334,1.8625,1014.1291666666666,8.966666666666669
2017-05-23,13.1,0.2,289.7083333333333,3.391666666666667,1015.4999999999999,9.570833333333335
2017-05-24,14.6,0.0,296.9166666666667,4.054166666666667,1017.5458333333332,9.045833333333333
2017-05-25,17.6,0.0,305.2083333333333,3.608333333333333,1020.0083333333332,10.549999999999999
2017-05-26,17.7,0.0,143.08333333333334,2.216666666666667,1021.8291666666668,11.079166666666667
2017-05-27,17.7,0.0,197.45833333333334,3.6958333333333333,1015.0208333333331,11.833333333333334
2017-05-28,14.3,0.0,226.45833333333334,1.8250000000000004,1012.5708333333333,11.800000000000002
2017-05-29,14.9,0.5,206.08333333333334,2.729166666666666,1009.525,12.975000000000001
2017-05-30,13.6,0.0,267.0416666666667,6.391666666666668,1011.1416666666668,8.616666666666669
2017-05-31,13.3,0.0,298.1666666666667,4.445833333333332,1017.0416666666666,6.979166666666668
2017-06-01,13.5,0.0,206.66666666666666,2.7000000000000006,1017.9083333333334,8.891666666666667
2017-06-02,14.6,0.0,147.25,2.8249999999999997,1015.8833333333332,7.704166666666666
2017-06-03,13.3,9.6,178.54166666666666,1.7458333333333333,1008.9958333333333,10.262500000000001
2017-06-04,14.5,0.5,218.41666666666666,3.1500000000000004,1011.3333333333335,8.9125
2017-06-05,16.0,21.8,119.04166666666667,4.245833333333334,1005.3041666666667,10.483333333333334
2017-06-06,13.1,6.3,198.54166666666666,5.5249999999999995,1002.5166666666669,10.262500000000001
2017-06-07,13.9,5.8,215.54166666666666,5.095833333333333,1011.0333333333334,9.687500000000002
2017-06-08,17.5,1.1,160.08333333333334,3.341666666666667,1011.0916666666667,13.329166666666666
2017-06-09,16.4,0.0,240.45833333333334,2.358333333333333,1016.3166666666666,11.225000000000001
2017-06-10,17.8,3.2,187.66666666666666,3.270833333333334,1013.1541666666664,13.625
2017-06-11,15.1,0.1,236.52173913043478,5.547826086956521,1004.5500000000001,10.52608695652174
2017-06-12,14.8,0.0,285.25,6.154166666666666,1008.7541666666666,9.804166666666669
2017-06-13,16.1,0.0,292.9166666666667,3.850000000000001,1016.0500000000002,10.9125
2017-06-14,16.8,3.6,218.54166666666666,2.1666666666666665,1014.7666666666668,12.620833333333335
2017-06-15,15.8,5.5,252.66666666666666,4.908333333333334,1008.1541666666667,11.9375
2017-06-16,16.3,0.0,293.25,4.445833333333334,1017.1833333333334,12.049999999999997
2017-06-17,18.8,0.0,277.9166666666667,2.754166666666667,1021.1624999999999,14.691666666666665
2017-06-18,19.7,0.0,274.25,2.545833333333333,1018.9875000000002,14.579166666666667
2017-06-19,16.6,0.0,296.3333333333333,5.679166666666667,1014.7416666666667,9.816666666666665
2017-06-20,15.7,0.0,302.7083333333333,4.216666666666669,1015.2999999999998,9.049999999999999
2017-06-21,14.6,1.2,181.95833333333334,1.666666666666667,1009.6750000000001,10.954166666666667
2017-06-22,16.6,5.5,169.08333333333334,2.5624999999999996,1005.9375000000003,13.991666666666672
2017-06-23,15.5,4.0,246.75,4.058333333333333,1005.0708333333331,12.008333333333333
2017-06-24,15.3,3.0,238.41666666666666,5.5,1003.1458333333335,8.9375
2017-06-25,14.4,0.0,264.625,5.720833333333334,1005.2083333333331,7.0874999999999995
2017-06-26,14.9,0.0,227.29166666666666,2.7291666666666674,1010.6833333333334,6.6875
